"inputTweet","score","sentiment"
"@xboxuk Why can't I buy the disc on Amazon?",0,"neutral"
"💥 Bikini Miami Beach Swimwear Sylvia por 13,48€ ¡¡49% de descuento!!
👉 https://t.co/dDqCY3vIGk https://t.co/AV1a7AM9ZR",0,"neutral"
"Document Folder
$39.99→$18.99(Save 56%)
Expires Sep 11, 2017
Goto Amazon ☞ https://t.co/R8q0eSV4wa https://t.co/2njTDP49ae",0,"neutral"
". @amazon 's #AI uses #machinelearning to work out what suits you https://t.co/5f0zRyAz52 Via @MailOnline #retail… https://t.co/tydKy9dYGQ",1,"positive"
"Instead of trying to recall a recommendation, we’re searching on Facebook for the conversation thread. https://t.co/uclggxzZBv #uncareer #sm",1,"positive"
"Marketing has changed...I’m not even sure we should call it marketing anymore, but communication &amp; conversation. https://t.co/IHjalIzlKv",0,"neutral"
"Marketing &amp; customer service are more entwined than ever before. https://t.co/fzitAq8Huq #uncareer #marketing #customerexperience #startup",0,"neutral"
"Cover reveal for this tale where love &amp; revenge are a dangerous mix. 'Return to the House of Sin' by… https://t.co/sCuprxYGVI",-2,"negative"
"We went shopping to see how much cheaper Whole Foods had become after Amazon became its owner. Here's what we found: https://t.co/sLybm7rGFv",1,"positive"
"Amazon pay for any new affiliate! register at https://t.co/jPReOsmgbP August 29, 2017 at 01:00PM",0,"neutral"
"READER REVIEW: ""To keep reading, I was hoping the plane would go into a holding pattern rather than landing.""… https://t.co/bDbbR4iOw4",0,"neutral"
"#meetcoogle #amazon #eBooks #AmReading #BookLovers #Kindle #Books  #Romantic Ways to help with the poor animals i... https://t.co/YW3dRW4i1U",-1,"negative"
"""More Than Just a Voice: The REAL Secret to VO Success now in audiobook form: https://t.co/6nwugWxcNt #vo #voiceover",1,"positive"
"REVENGE - on sale now!    Max Carrington wants revenge on his family but will it cost him Victoria's love? https://t.co/QF4sP7Hbi7",-1,"negative"
"23% Off! $12.20 - ACDelco 9466B Professional Spark Plug Wire Set
https://t.co/o9GG9SWr0D",0,"neutral"
"FBI Chief risks all to save the woman he loves in The Killing Game https://t.co/eekjl5er4a #goodread #Amazon https://t.co/LtUkdm0L76",-1,"negative"
"31% Off! $22.25 - Cardone 14-1035 Remanufactured Caliper Bracket
https://t.co/VoLn12PCRP",0,"neutral"
"25% Off! $7.01 - Mirage Pet Products 8-Inch Classic American Hoodies, X-Small, Cream
https://t.co/sUIcfINWMq",0,"neutral"
"23% Off! $124.15 - EBC S2KR1367 Stage-2 Sport Brake Kit
https://t.co/lMHuB405ev",0,"neutral"
"@Dance_Moniee @yoongiboong @bts_bighit @BTS_twt Yeah... now i gave myself a limit of a week to see if they put it i… https://t.co/xnyp7xSwYl",-1,"negative"
"25% Off! $14.41 - ON&amp;amp;OFF Wooden Baby Buki and Duo Eye Brush, 2 Count
https://t.co/C6mMQEs0cM",0,"neutral"
"21% Off! $53.07 - Pacific Dualies 49-3608 16"" Stainless Steel Wheel Simulator Rear Tag A...
https://t.co/0WdyXb98AG",1,"positive"
"A read for the #maga mind https://t.co/qeJDCihVLq",0,"neutral"
"Manuka Doctor ApiClear Skin Blemish Cream 25 ml Manuka Doctor https://t.co/06WXqvt51h via @AmazonUK",-1,"negative"
"20% Off! $13.60 - The Kids Room by Stupell Hang Your Towel Green Stars Rectangle Wall Pl...
https://t.co/VJpu8G2CSu",-1,"negative"
"23% Off! $90.24 - Genuine GM 20882489 Door Window Reveal Molding, Front, Right, Upper
https://t.co/qRHWhSNqyn",2,"positive"
"Twitter book: Twitter For Dummies by Laura Fitton, Michael Gruen, and Leslie Poston (PB - July 7, 2009) https://t.co/D0lVlZ5hIP #twitter",0,"neutral"
"Haven't read #HeSaidSheSaid?

Don't be left in the dark.

https://t.co/m7yKNqqMHI https://t.co/BV0cIaZ44b",-1,"negative"
"Cowboys have no place in her life, right? THE DREAMER &amp; THE COWBOY https://t.co/EAndHnjO8U #99c #books #IAN1 #WLC",1,"positive"
"Rise, Shine &amp; Get The90DayFocus https://t.co/1uQjpo8Mh3... #LadyBizness approved",1,"positive"
"New Releases in Canadian Rock
#1: Hitchhiker ~ Neil Young 
https://t.co/1fBVVbkws5 #Canadian #Rock https://t.co/UEzYWokAa3",0,"neutral"
"@sgrrupp Hi Stefan, thanks for the follow. We would love to hear about your IC experience @Amazon",1,"positive"
"""Great for eating salad with variable size chunks of ingredients""
https://t.co/RGSHsc1Wlb
#amazon #sporks #dining… https://t.co/FCnYJxhkTC",1,"positive"
"Automatically fix instance configuration based on compliance reports in Systems Manager! https://t.co/vUM3mqCfK2 https://t.co/TCxNL1eZnn",0,"neutral"
"Born To Be Rich: Change Your Thoughts To Change Your World,Overcome Poverty a... https://t.co/RjEnocZmij via @amazon",0,"neutral"
"Please ARMYs buy BTS's album #HER !I RECOMMEND AMAZON (FROM THE LINK BIG HIT POSTED)SINCE IT WILL COUNT FOR GAON,HA… https://t.co/KTw10rpb93",1,"positive"
"Will #PinkyChenille &amp; #PrincessAdeline find all the colors for the rainbow in time?
Only US $0.99 Today!
https://t.co/LBQfx0E6Px",0,"neutral"
"Because the awakened one puts himself behind, he steps ahead. 
Lao-Tzu Lead Wisely https://t.co/xchbYaxHAI https://t.co/lhOanl8lDp",2,"positive"
"Christian Group Sues SPLC And Amazon After Being Labeled A Hate Group https://t.co/iRIs8oX6Ap #economicnews https://t.co/Q4WWErmeu5",-2,"negative"
"#Audiobook fan? Get one of these for #FREE with an @audible_com or @audibleuk month's trial! --&gt;&gt;… https://t.co/hz8QH89Jpo",0,"neutral"
"Top 10 Books Every Powerful Man MUST Read! BONUS: Get 2 FREE Audiobooks from Amazon (Offer Expires in 12 Hours)! ..… https://t.co/oUXRMYD7nC",4,"positive"
"I've entered #sparklingmagpie's #rafflecopter #competition to win an Amazon £50 box of beauty items &amp; a £30 voucher https://t.co/4rG2WLHFby",2,"positive"
"Get Vol 2 of Spanish Stories+audio for 1.99USD/GBP ONLY TODAY! Grab this offer today before the price changes!… https://t.co/868JJfpP2Y",0,"neutral"
"The Container Management Debate -  Docker Swarm vs Kubernetes vs Rancher vs Amazon ECS https://t.co/IZeg3lvI0c",0,"neutral"
"Logic &amp; Computer Design Fundamentals 
https://t.co/VTZnZof7x6 https://t.co/grO1jhbYaD",0,"neutral"
"@Derek_Haines I need your help, I have a FREE book out and it would mean the world if you downloaded it.  https://t.co/sZjQ8imIY8",1,"positive"
"Super deal:#sciedu #science 14 in 1 Educational  https://t.co/hs5915iaff https://t.co/Wv7iiEjGe5",1,"positive"
"Revenge - On Sale August 29th https://t.co/ufJUbCCpi3",-1,"negative"
"63% discount #Anker #sale #bluetoothSpeaker Anker SoundCore 2 Portable Bluetooth Speaker https://t.co/8Viua2oCjv https://t.co/NEVguLqSxG",1,"positive"
"Hi im alex i make applications for the android platform amazon app store https://t.co/bIMAdLWlGN August 29, 2017 at 12:00PM",0,"neutral"
"TICK-TOCK! Apoca[hot]lips: FREE on Amazon—ends 29 August! Don't miss out 
https://t.co/tA4lpj4TIE #IARTG #ASMSG… https://t.co/EzEzPyLXWj",1,"positive"
"$1.99 #VAMPIREFORHIRE: MOON HUNT
♨ #1 #BESTSELLER @aprilmreign
#vampire #mummy 
➔ https://t.co/dzV3Pt7s4Y
https://t.co/sCQq4PqthK",0,"neutral"
"#GiveAdviceToGenZ everyone will have these https://t.co/qr5AxXp3Of     #Holidays2017 #backtoschool2017 @PopSockets https://t.co/qlYB0hxY7c",0,"neutral"
"#NEW FROM @LindaStyle_
$2.99/ #FREE #KU
#ROMANTICSUSPENSE 
🇺🇸 https://t.co/DmncgMVvFm
🇬🇧 https://t.co/s9WeKvGH4r",0,"neutral"
"#On Stage #SSB6500 #Speaker And Mic #Stand Bag https://t.co/PIzp6Lraie https://t.co/CBFQ030oOF",0,"neutral"
"How have I lived this long without knowing this existed? https://t.co/9dGBHTQblZ https://t.co/Ya25ulqVvz",0,"neutral"
"Kit Fitness Bande d'Exercice Musculation 12 PCS, MORECOO Elastique Musculation...
https://t.co/geul1z6sLp
#Sport… https://t.co/F6qmbuK0Mr",0,"neutral"
"Standing up for #standingrock. https://t.co/Ypmsf4hdh3",0,"neutral"
"Shouldn't Farage be in Jail for treason? ""Alternative War"" by J.J. Patrick https://t.co/HMa3QGbn8J https://t.co/JA82y9ooH7",-1,"negative"
"The Hyte Maneuver: I couldn't put it down! Forget dinner-I didn't have time to cook— #eNoVaAw… https://t.co/0W1mxIMc8m",0,"neutral"
"#Amazon #Prime Day has become one of the most #crucial #online #holidays!  Here's a #recap of stats &amp; #takeaways.… https://t.co/EnCeTnsd9p",0,"neutral"
"Love this #7chakras #treeoflife necklace from BOUTIQUELOVIN , get one at https://t.co/RJQe6gVP74 #jewelry #ayurve… https://t.co/2wIYb245qj",1,"positive"
"$1.99 ❤CHASING #BROADWAY❤
► https://t.co/BV3S7nJ5Z5
► https://t.co/xfB3OMyP87
► https://t.co/4Da3FbZiyl
https://t.co/8OSWuYxqNi",0,"neutral"
"5"" Wooden Garden Bridge Strong Construction Solid Arch Frame Pond Creek Backyard Arch...
https://t.co/BRur2Ul4Ri https://t.co/xAirlnQQej",2,"positive"
"5* ""Read this series-you won't be sorry!""~Donna TO THE BRINK https://t.co/rVYdWFTYJ7 #99c KU #romance #suspense… https://t.co/ROkGxeh8A1",0,"neutral"
"@LGCanada @iFixit @amazon @LGUS ...them at every opportunity. You are no better than an insurance company that deni… https://t.co/qp3GnKMggH",1,"positive"
"John McLellan @johnmclellan: @amazon could be the ultimate one-stop shop https://t.co/7rcAS7psq2 https://t.co/olNBANHhea",0,"neutral"
"#Amazon's billion dollar acquisition of #WholeFoods has already started as they slash prices by up to 43%!… https://t.co/0VpTM0WJEB",0,"neutral"
"#GiveAdvicaToGenZ To NIKE Kids' Revolution 3 Running Shoe 
on Amazon 
https://t.co/Qzzb8mnvEA https://t.co/9T7YlDV8A6",0,"neutral"
"❤#SamanthaMoon? While u wait 4 @jr_rain's next #VampireforHire ✔ @evepaludan's #WOLFMOON @Kindleworlds
https://t.co/Yv1nU0v7S2",-1,"negative"
"Minimum 60% Off on Fastrack Watches - Amazon https://t.co/QZARiAIRdT",0,"neutral"
"RT vccstartups ""Will it be Alibaba-BigBasket vs Amazon-Grofers in online grocery? | #startups #FoodTech #ecommerce 
https://t.co/KH41YBdupx""",0,"neutral"
"Find resistance bands on #Amazon click here https://t.co/Bqd8a3t7et #lmatfy #resistancebands #letmeamazonthatforyou",-1,"negative"
"$3.99✨#WITCH BONES✨ 
#Scottish #witches #werewolf #romance
►https://t.co/8kdLHS34t8
►https://t.co/Qjp7xxccaj
https://t.co/Kvc1ei7pF6",0,"neutral"
"#ForestDark hailed as the book of the month!
Have you read this novel that is bursting with life and humour yet?… https://t.co/ZDUGXSPm4s",1,"positive"
"Amazon pushes new header solution in UK, but publishers are wary - Digiday https://t.co/LHMPd9znkO",-1,"negative"
"🐺$3.99 #boxset #KU
#WEREWOLVES COMPLETE SERIES! 
🇺🇸 https://t.co/MuF3mVBc1U
🇬🇧 https://t.co/qVj3k6wtyM
https://t.co/ADvXKukI49",0,"neutral"
"Video: Kia teams up with Amazon's Alexa to get you to buy a Niro https://t.co/snlqnxVmbe",0,"neutral"
"Now at Whole Foods: Cheaper milk, 'farm fresh' Amazon Echo https://t.co/6lu3FQ3gkg",2,"positive"
"Dr. Neuro is LIVE! — &lt;3 Happy release Max Monroe!!

➜ https://t.co/vPARzwVQvY https://t.co/c5Qs3yoMTm",1,"positive"
"TKO NIGHT LIGHT / PANTA &amp; HAL https://t.co/vW0V9RYeKW #Punk #JRock #アマゾン",0,"neutral"
"Get organised for the month ahead with the stylish magnetic memo board! https://t.co/sMJecCvJ3T https://t.co/9Dh9YRpKux",1,"positive"
"@SexyMuffyWilson writes Saltwater Siren 1/22 #PNR &amp; #Urbanfantasy #romance in #CimmerianShade #boxset Preorder now!… https://t.co/C1hNPPXNlz",0,"neutral"
"Isabelle’s Choice
Will the choices she’s made ruin her?
Kobo https//goo.gl/a95NS3  
iBook https://t.co/l4FEiROvJf… https://t.co/uc9JO2jECA",-1,"negative"
"SILENCIO LAUNCH SPECIAL for 2 days the e-book version will be 2.99 @amazon The exploration of silence through trave… https://t.co/zDN8uRdyBt",0,"neutral"
"Please support independently owned &amp; operated @karlradio https://t.co/gaipB8Ydbx Check Out Amazon's Deal Of The Day! https://t.co/HBfBTaNC8x",1,"positive"
"The Amazon #Effect: How Prices #Dropped at Whole #Foods https://t.co/MgCSGH06Gx https://t.co/WdTmQqqT1G",0,"neutral"
"FREE
https://t.co/Pmo37leDdC https://t.co/xXgouucSCS",1,"positive"
"#NewRelease 
#fantasy 
Will a prophecy determine their fate?
#anthology 
@Solsticepublish 
https://t.co/0g6apyZbbp https://t.co/ILTBjrYGrn",0,"neutral"
"PHASE ONE INFECTION is Tension filled with creatures that are the stuff of nightmares.#horror #iartg #asmsg #scifi… https://t.co/SZ24kOG47F",-2,"negative"
"[Amazon] Legendog Electric Pet Nail Grinder Quiet Nail Trimmer Clipper Gentle Paws Grooming Tools ($9.95 / Prime fs)
https://t.co/M2V0C0wI9y",2,"positive"
"A dozen secrets hidden by Shakespeare ‘The Establishment’ do not want you to know! #amwriting. Givefor Thanksgivng.… https://t.co/6WkZXXvXES",0,"neutral"
"Dr Joseph Murphy explains the process to harness the infinite power of the subconscious mind. Buy now:… https://t.co/ZJDPWSKaQT",0,"neutral"
"#Amazon slashes Whole #Foods prices by up to 43 percent on first day https://t.co/5nUugN9sLc @MaxAlts #FoodScience… https://t.co/9RNRHBzJdX",0,"neutral"
"Pin-Up Models and Sexy Babes - 24 Trading Cards Set – Available Now: https://t.co/X3gsEt2g4j - #pinupbabes #sexymodels #altmodels #retro",2,"positive"
"New Futa Clients (Futa Realty Agent 2) #Futanari #LPRTG #SSRTG
https://t.co/kSCMtokiP0 https://t.co/BVVxxz0nG9",0,"neutral"
"I’m a huge @kellysimmons fan. Cannot wait to read THE FIFTH OF JULY, out today! @Sourcebooks https://t.co/5TMkSjpwwq https://t.co/rO2oN7ppd7",-1,"negative"
"Amazon is eyeing up the US prescription drug market. @fourhealthmedia looks at the impact that might have:
https://t.co/jhQ5JxlEP6",0,"neutral"
"@TheSGG88 Just don't do it before your delivery comes 😂 my amazon man calls me by my name now 🙈",0,"neutral"
"We're LIVE at 07:00am with 5 Before the Bell talking Global Markets, Hurricane Harvey, Amazon &amp; Google w/ London Bu… https://t.co/BElXJPPo3H",0,"neutral"
"Stumbling  Blocks To Stepping Stones: Overcoming 20 self-defeating habits hol... https://t.co/T7kSnUC8fN via @amazon",1,"positive"
"ED Lights Car Charger 4-Port Rapid USB Adapter #carcharger #charger https://t.co/9kYt7pLQCb  @USATODAY @HPUK https://t.co/FUtyMOMJ8c",1,"positive"
"Has Anyone Checked It Out Yet? Amazon Cuts Whole Foods Prices as Much as 43% on First Day - Bloomberg https://t.co/6CqtQjH17o",0,"neutral"
"New Releases in Canadian Rock
#2: Hitchhiker (Vinyl) ~ Neil Young 
https://t.co/LCLfwkdrGR #Canadian #Rock https://t.co/itJEh29GSg",0,"neutral"
"""It turns him on and always leads to some great sex."" https://t.co/TOExO8YkT4 #erotica via @RealRachelSteel #noveline",2,"positive"
"On Different Shores (For Their Country's Good Book 1) by Rebecca Bryn https://t.co/gESP3b5oBm via @amazon",1,"positive"
"Pre-orders at Amazon will count towards Hanteo/Gaon/Billboard Charts. 😊👍

[08282017] 

© soompi

#BTS @BTS_twt 

https://t.co/ngwIMdhKit",0,"neutral"
"@Gurungsta Aur trapped bhi on amazon",-1,"negative"
"With a new C.E.O., will Uber still aim to be the Amazon of transportation? https://t.co/cMupfBoDwI",0,"neutral"
"See you soon , billboard hot 💯 #preorderHER #amazon #bts #BangtanSonyeondan #beyondthescene #kpop #music 🔥🔥🔥 https://t.co/axHR4B4YuE",1,"positive"
"Is @Amazon @WholeFoods are about to become a kind of @Walmart for ""healthy and good conscience choices""? #localfood https://t.co/GgQ0UViByH",2,"positive"
"HP - 17.3"" Laptop - Intel Core i5 - 8GB Memory - 1TB HDD HP https://t.co/cU4qUAIkZI via @amazon",0,"neutral"
"Amiibo ""The Legend of Zelda : Ocarina of Time"" - [21€] https://t.co/i7HJXjeRIK #deal https://t.co/CbjoazC2Ct",0,"neutral"
"This playlist is getting me through today... 😣 https://t.co/iRWDaKWfEw",0,"neutral"
"Juncker warns UK none of its Brexit papers are ‘satisfactory’ - https://t.co/b9Xkpl2BWI chief adds to pressure on London as third round o...",1,"positive"
"NYC mob had chances to #Vietnamvet before the #2 in Mafia Florida #crime https://t.co/9UumEGWrLs https://t.co/dTB7mG5fBl",0,"neutral"
"$100 Amazon Gift Card https://t.co/hLRplXeYdq",0,"neutral"
"teennude pictures tall sext amazon girls https://t.co/cCx53vM0J4",0,"neutral"
"Great Football Reading.... Resurrection: The Miracle Season That Saved Notre Dame  https://t.co/C31Ji8D81Q https://t.co/Hkgms4gfQ9",2,"positive"
"Scammers Are Infiltrating Amazon—Here Are The Red Flags To Watch Out For https://t.co/gifmBA3E6x",0,"neutral"
"My favorite Amazon books https://t.co/G12YtdTmLT #greatbooks https://t.co/8tVS8eQLOF https://t.co/cp2qhAlR9Z",1,"positive"
"New Releases in Canadian Rock
#3: Now (Deluxe) ~ Shania Twain 
https://t.co/FgPt8shYW2 #Canadian #Rock https://t.co/0IZfocYWgg",0,"neutral"
"Amazon Prime members can expect these perks at Whole Foods. I am AMAZON PRIME AND ITS A BIG JOKE!!!",-1,"negative"
"Refined Gold Quiters are Losers: Magic Power of Persistence (Volume 1) Create... https://t.co/49YwVYBHt2 via @amazon",2,"positive"
"Gold Standard Whey Ingredients Facts Buy It on Amazon Today https://t.co/CPdQurWpLt",1,"positive"
"#Destiny2

Pre-Order
https://t.co/OSTqqHb10F

#Destiny2PCBeta #Destiny2PC #PS4 #XboxOneX #indiedev #indiegame… https://t.co/UUByXCz2iM",0,"neutral"
"@Pulane_Jane @LuuuuucyW buy in amazon",0,"neutral"
"Take a look at Amazon's growing advertising model, incl. ad product, self-service and trading options https://t.co/reFWidEKhh via @digiday",0,"neutral"
"""military and political sci-fi reading at its best...""
 https://t.co/XvpVwZVISI
History's Prisoners: Invasion https://t.co/cM4K76bWuY",1,"positive"
"Enter the #GetJimmyOffTheCouch #Sweepstakes to win an #AppleWatch, #AppleTV and a $50 Amazon Gift card! @GoPlay1pal https://t.co/ToMgGFqSAh",1,"positive"
"Ideas List For Women Of All Ages #homebiz #starthomebiz https://t.co/8ddsiKYX4V",0,"neutral"
"Amazon Is Still Being Watched by the Government $AMZN https://t.co/dNnKgPxHMv",0,"neutral"
"nude gamble amazon women porno https://t.co/Vvs6d10hRe",0,"neutral"
"Follow @FantasyeReads for highly-rated eBooks in the Fantasy genre on Amazon https://t.co/4vE1bVb9O2 https://t.co/mAJDitlnIX",0,"neutral"
"Win a £500 Amazon Gift Card https://t.co/K2FYyPtzeg via @Mr_Hyde",1,"positive"
"@jvsshow @BBC3CR V IMPORTANT - Amazon guy can probably get refund from PAYPAL - they give more months. I contact them if eBay won't help.",3,"positive"
"'This book was really one of the best books I have read. The writing is absolutely fantastic!' 
https://t.co/gfjn0nlxF2",2,"positive"
